	0	1	2	3	4	5
airstrikes-iraq	13.153009362675123	14.952125660603688	8.936041166843934	11.040003600579487	9.800460783449875	
alamo-heritage	28.439089202901563	22.337246212727603	21.290299158952767	13.538727594676503	13.16371608988606	
alanrickman-obit	28.04157719393778	25.30767177295993	19.190635433508497	13.55717273366278	13.020718153128996	
alaska-mine	29.71750248235599	35.6080759616132	19.542190986158186	15.190317432388284	19.96651965487863	
alaska-nativefood	23.75557442415855	24.40070973572588	19.096583253531165	14.067807762903334	9.078056953111695	
alaska-nativesurvivors	27.617140394305093	18.875715548967136	23.92619635377523	21.305980834425267	17.94165506641579	
alaska-wolves	16.883030774463766	14.101706089114879	11.848801584734325	11.18600098428024	9.213836500562865	
alaskan-13yo	18.185154378187693	20.045319009482608	14.165268875371051	11.402109064234898	7.9731713841958625	
alberta-oil	11.488103734459955	13.488454176125247	13.73574760739435	16.357088449215762	11.79071557182665	
algae-beach	28.19258934166587	30.174830464224257	26.487784523218604	19.45360430992182	17.266426572960412	
algebra-texas	39.54551293371462	35.83085283831777	25.608523982576894	22.082337706070877	10.482717299682289	
alien-immigrationlanguage	19.04877377227171	18.009652846579005	13.031563635934084	11.473768311554812	13.229790081738617	
alienplanet-swim	21.521455032994858	24.814402028295973	21.803270806566733	17.169835798347894	11.322346960396182	
alpaca-boom	18.4221856677595	13.961110400945353	11.685752300043065	10.211932209194131	11.164284350479862	
amazon-drones	16.218398786822334	12.606958460774441	11.114623188856767	9.88681246433358	10.94467318929869	
amazonbasin-conservation	20.10561328493218	16.16573336883248	15.006566321590354	11.2023373164679	10.491908117461826	
american-muslims	31.87697853416855	32.541055708620135	21.768489819771393	14.40187247532479	8.184730805293492	
americanjewish-soldier	17.976241260935353	20.19113612324493	19.924948772891533	9.840447714095289	8.983905926354682	
amish-health	29.92658154112344	18.006706260519035	18.63687575608415	11.463480759899827	11.261328282088787	
amoeba-brain	21.719042386110836	25.18768944102536	16.193458406545407	14.270517517680291	10.74216123377376	
amphibian-decline	22.69468033505253	21.401249663193955	18.59196871576114	19.759544568561232	17.332576085114695	
amtrak-crash	23.726570024404374	22.905158260117418	20.14066260193195	15.75680396289155	20.956994469457012	
amusement-injuries	19.379790214943906	13.629511478667578	14.59139174252314	15.383687600181009	10.977716961719672	
ancient-astronomy	24.625089659110493	28.40595428434342	25.02724135580551	21.13307521220195	15.75487457161092	
angelou-obit	19.660529068066783	23.830927247343908	20.523785018960616	18.346996328301707	19.99722172234367	
angrybirds-spying	24.477242327660903	17.597282346981647	15.677735721475695	11.23883915496537	10.718221650673444	
animated-art	12.771762779879634	8.34329336167914	14.735677346085172	9.709808548110578	7.636270167329149	
animation-bighero6	22.30203401511827	29.98723129457608	11.233483349298034	16.454262381009897	14.266089996641638	
ant-rafts	30.288697025854436	22.79214661557254	21.65517451449852	11.75512647248414	15.83758379448116	
antarctic-ice	20.736593179882686	15.943553965641156	18.459748876459145	15.45145486712905	12.062744884761257	
antelopevalley-bomber	27.35795077657994	25.552451702264964	18.56394356824815	19.1385792022486	15.370438866631476	
anthem-manuscript	29.033006429627942	17.906980281606852	15.878446949397519	15.518725864739633	12.156422521029317	
anthropocene-epoch	28.221464601677347	24.25902342517484	15.675477179434434	13.359339570845881	16.775515094489283	
anthropology-trash	32.21652051654306	34.356572849422975	29.812438214553737	20.385198660249387	10.218629748093226	
anxiety-teens	32.406648065232524	34.12645747611839	17.132715143518904	18.089435785387945	15.32818325196394	
ap-courses	39.35248376798599	29.777240733488977	20.681323341610668	14.944498035616085	5.915592524065749	
apple-artgallery	22.340780823384048	22.141749082140006	19.98834837536846	10.128429348167893	7.363494235096975	
apple-beats	31.12517517280538	29.24324076331011	20.603901845781976	15.829988312672908	11.98119502273538	
apple-breeders	29.254098477955488	17.67540753543467	18.408714576498234	13.349224790667536	9.639690212830983	
apple-iphone	19.18737128594163	19.079889367305803	14.22654521348042	14.26114665302266	11.070543491657602	
apple-itunes	24.348436017747318	18.44994588487801	16.979294770360877	13.20877060265896	16.447321838847856	
apple-settlement	28.27967205979135	22.42663974262533	20.933743451245892	15.491650781997787	13.734085299187534	
apples-lab	18.27428056797598	17.736473797268815	15.084954452772758	17.18161813843835	16.08108966007392	
aquaponics-farm	18.20064765548918	15.616259070316367	15.008410978425129	12.290368341068335	11.147543098014733	
arctic-barriers	20.89064661846984	20.240686536113596	15.949156025461413	15.136064550069106	12.046061616585957	
arctic-permafrost	16.925367938593254	18.0376189794743	15.708943130665102	12.550237069372615	8.90741609773871	
arctic-waves	8.493860307143711	24.933106843148774	21.458797329125755	22.884606185875686	18.799610555534063	
arizona-immigration	29.230793574834145	28.96382067298888	22.226744179372613	24.142338776189348	15.477464699145528	
arizona-posse	16.22432162927557	15.716394404332858	16.576594196588182	13.478517874776102		
army-food	28.377506909624223	26.8719299251505	23.424610302013686	20.92202937221649	22.289119233184636	
army-hair	23.272944552508857	17.97169902326909	12.601221508968207	13.608920272590668	9.341502184760442	
armyranger-female	28.483591744058177	32.228417903520125	34.537241819353156	11.928269714968703	8.792363236017316	
art-heist	22.347712187581873	19.546048668481717	20.388709338808145	16.11162680865626		
art-refugees	32.89398702406953	26.354362146878053	17.854375976667246	16.248205506380256	10.180201328146088	
arthropod-fossil	31.63771816041642	16.881577544298207	17.454400571934677	13.06002192547399	10.83836125416001	
artifacts-tour	25.17556853444006	23.518311121074227	19.11380309644818	11.489764830370277	10.805330958905644	
artist-housing	28.549322112835334	30.78608521666512	28.66419703718811	24.14408299141649	14.958099049572375	
arts-education	33.30599275690596	22.482200229781178	22.49788647261591	20.667253268207308	18.412033255700567	
ash-borers	20.995284911747664	23.96694403906834	18.34216852999838	13.728823391073977	14.362396011102414	
asia-ozone	22.537015170625278	21.00644883457956	17.457496573720924	15.467680468677187	11.063597356022779	
asian-art	27.40409481684034	24.566250521880804	20.618560741992376	17.44141854350939	15.35620966717255	
asian-immigration	11.39193583283407	11.01328267248439	11.083479407420766	9.766910334560432	13.949629047809443	
asian-modelminority	26.096579900369125	25.227010428112777	16.093344327593147	10.465952862991207	6.732258869258815	
asiana-safety	33.660764917252045	30.07652993797746	30.14632327746524	23.08933969430883	13.856120813246143	
asteroid-corral	11.61707726063214	18.402884285630556	12.74848065030569	12.557522872272742	10.778179788342099	
asteroid-crowdsource	22.751843884842028	16.167378636940086	17.948778437506498	11.260213102933525	7.455335432312867	
astronaut-twins	19.194484222855337	22.269093875757576	18.03897255838602	18.288470438814993	12.301582386394946	
atari-dig	26.724616977907864	19.810954378506846	13.40177837323323	13.317314001862396	10.183157334695931	
athletes-mentalhealth	19.616476952986467	18.917782070191375	12.960449556160604	11.14214276293227	9.686648967378769	
athletes-yips	28.562822525954644	22.72752357518193	23.50539250887684	19.131424506216486	13.612051842388922	
atlanta-teachers	22.118993404302646	24.607679036504585	21.340510055788815	22.21918171467546	12.095556777804331	
atomettes-reunion	35.752431796825064	17.011101048818375	14.48960696093213	15.223697494890464	8.135007647620737	
auschwitz-palestine	18.997588131576702	13.356425049006212	13.382383181583918	14.641492747595287	9.68903977326453	
autism-babies	22.87391310952001	16.095188818847863	13.155804149921897	12.943962592671744	9.453040698564347	
autism-chairbiz	16.93370338884987	23.063427121055916	15.04894106549293	11.571515555575441	7.146985254529795	
autism-flying	19.49034565818035	16.23198890713673	12.838515123457558	7.135088350381031	5.363492738423732	
autism-ipads	15.637453028085796	18.677441520619183	17.477241389471175	13.140234622214614	13.234625459291422	
autism-jobs	22.019624708615424	16.322301185179384	15.116439954967733	7.307011668722042		
autism-prom	22.254960635815557	15.132754211584476	21.70501149250641	9.275876491069656	10.014967904886964	
autistic-brains	9.011793750430737	10.657270691878844	9.189191571388402	10.442384591505302	8.951878496428357	
automobile-future	33.519287351608355	21.537194256851784	14.368569548442736	16.118936112777853	12.514629597017537	
aviation-tooling	25.800846512045876	18.413731552471575	17.559032299049544	16.970587670907225	14.882375504624006	
aztec-discovery	19.40636013042622	23.216574210088005	13.966147902005998	8.401336299051666	6.74579156432736	
b2-resurrection	23.122024371359725	20.592135432164167	24.861825387912106	24.024643663973368	16.639034125898025	
baby-chimp	23.902794038939255	26.287385901419466	12.328078282476444	14.58404884049872	12.252705003829593	
baby-usetech	11.742696945263058	19.45222427670703	12.479954867299647	9.052654230150726	6.1020660266299105	
bacon-priceincrease	19.826244031312864	21.766591679095562	16.585500813710965	11.748181804448487	8.657899838545262	
baker-worldwarii	18.957728401080384	19.47288275694264	14.838019150708762	10.715974437316392	9.326572729442896	
bakery-autism	37.50087912124431	21.681254651323215	14.804867389572381	11.31113030797974	9.20412520135544	
baller-bol	19.468193110642662	18.334716078205282	10.701164094296159	10.228534926597868	12.906816652139682	
ballot-GMOs	33.43778332824347	15.34250000287997	18.974995789382373	18.74622278854441	12.717674689081207	
baltimore-baseball	25.717220982777338	19.34302774032063	23.634244618690307	22.869203395614292	16.565732798517725	
baltimore-photog	29.356701273619855	28.02842381582495	19.71223903438299	15.747347931247226	7.717727548802819	
baltimore-riot	24.03370622215873	23.96671901060195	18.37434544355929	17.965497888872388	12.860876001157978	
bandit-seaslugs	13.883333640080119	19.014506372984503	15.212523134176415	10.729335152296807	8.841138811580999	
bangladesh-antipoverty	22.82720065817932	18.536464789480995	14.239590481478066	14.931124240312489	12.532765919423564	
bangladesh-women	27.628681784410684	29.17347850287562	19.755820485201024	19.78883934157725	19.269769886106655	
banksy-nyc	23.795445862002406	14.00475631683624	12.52516383035041	12.826610208397506	13.656515963252478	
barbie-engineer	17.999437114757097	16.52734873216583	15.30531107971061	15.931652779399839	12.08059229659444	
barbie-stem	24.448125185084294	27.272778189280963	24.132099338762103	12.936721653403014	5.246978289671443	
baseball-cuba	26.427735480957598	13.316511939063618	11.523193594524782	12.037035694113262	10.617102477478237	
baseball-parade	36.20197537012435	38.03273523841501	34.08495602648242	25.196914893641587	21.279075308742275	
baseball-specialneeds	28.069823319303204	19.54773587906271	16.3995185598519	13.788669878848511	10.446108534740814	
basketball-data	25.84198713512784	18.195445314127827	12.547397527185533	16.212735577037485	11.842371471174582	
basketball-inventor	33.21381207666325	16.005611123124407	15.281145094848034	13.515928719067787	10.842075030125438	
basketball-mentors	43.69872531248989	38.474553409320244	26.116317597428417	12.820470438657233	8.237388175358776	
bat-survival	21.8006376578214	20.906575523245323	18.182444338200426	11.536406616040239	8.187833943831228	8.967762231376794
bbking-obit	17.460440909682674	14.986338986790589	13.608383761136595	14.50627550600106	7.666691191067561	
bears-ballots	18.45388718858093	15.153266485474093	14.306755975357058	16.053475038676037	10.990097693700244	
bears-florida	44.22523251491535	24.89930643787328	21.280806028566793	18.05837093080783	17.866803527276982	
beaver-drought	15.264554375082636	17.50752039418051	12.747475783734084	10.154711290782277	10.375140615463648	
bee-deaths	22.290125277404254	15.73678998449544	10.796375955659947	13.411890755384587	11.149422577153063	
bee-virus	19.67931074521667	14.00484516236398	12.269887688174162	12.508419151462515	9.130850036739849	
beef-climatechange	26.649088270702414	20.27549698093747	18.901951910946842	16.317853115757316	13.658594840642033	
beef-grassfed	22.865352421092066	26.5947736671183	14.407323124928627	8.721821187409839	8.552751622315556	
beef-labeling	23.592591111436914	19.83945685729592	16.374747393089677	14.366040338395775	11.81753910256488	
beehealth-strategy	25.323522043198427	16.375921300653033	13.465541491612328	14.08664433144893	11.067901711667542	
beijing-airpurifiers	13.416465191011772	15.404986817934654	11.294271058539971	9.469599754131465	8.310731190070815	
beijing-smog	24.011720208001606	26.342357728565023	15.481690885334492	15.112354011277867	9.243717953965236	
beijing-smokingban	19.52698138615135	9.54584708607161	8.303247147971772	5.884097134712246	7.761900618984749	
beluga-aquarium	19.64325962503976	19.02388794268069	14.423549142435235	9.244689232783616	14.042487128623483	
beneath-sthelens	11.279314566421608	11.916633910882183	10.840556822986914	9.707593171841385	8.903209575630571	
bergdahl-release	28.488903104686997	27.213536504462425	20.378691284799604	22.299334281127745	18.739452043671587	
berlinwall-25yearslater	14.931836668031082	16.889548485974736	12.325502458193586	15.340169778809969	7.412556412960985	
beyonce-embargo	31.89177302445485	24.655077119680577	21.607185627735948	17.606241546876028	15.80714422356515	
biblio-tech	22.036334750927537	20.53809641710153	14.065155267628462	8.913817518225256	10.938858849751515	
biden-asia	18.904981473119285	14.302719420171725	11.112906551203881	10.263156017890314	9.334349894212638	
bighorn-sheep	17.517283247508306	13.59078920693783	15.401979103718189	19.56792654741617	12.673087591401684	
bionic-leg	21.19123134682128	16.314260023930238	19.91120832747634	15.59870233151186	14.406037589576275	
bird-flu	15.84858089078626	18.136734786853346	13.619668834265061	13.856345897296515	12.448939615521596	
bird-rollercoaster	27.491318307319357	19.473634118790564	23.54259678640118	19.984727323957486	18.331565089574006	
bison-grandcanyon	19.36360092349755	16.86287873858502	14.081413715303045	16.583997753172273	16.266599656080153	
bitcoin-teen	11.499243768325378	10.777900655847782	8.86339718146955	7.608336144886285	6.402524201130035	
black-archaeology	25.607848030618868	14.99979557778229	21.492424505487104	14.397488572652538	12.309433210625429	
black-hole	17.496390063726036	22.708825772758008	20.10955675250717	14.61861239591274	12.478478415484503	
black-thursday	31.019704937741853	24.079447595981716	18.423754293876385	12.831909805020016	11.006726139106005	
blackgrads-jobs	29.338651534839013	39.0520411552452	29.156421957474127	22.970903819857217	19.522502770490224	
blackhistory-museum	42.70528077287445	38.19138968276892	33.40004033782567	24.360575554982162	24.24786188005526	
blackreporter-whitehouse	33.78164068511318	25.53410327666373	22.590849690504058	18.189925397104563	13.28487763049134	
blackteachers-rolemodels	32.92809116899712	20.338470623716162	21.86871176346523	16.378423278577042	10.60186599880416	
blatter-resigns	11.35034595298821	16.808626639078337	13.159162604075114	16.214180183494044	13.069787789381836	
blind-echolocation	32.26718810876508	25.158789352133915	24.578853489843056	18.940078125693905	11.889570009684977	
blind-goalball	38.936990483390915	31.415390672282253	21.38261991918662	15.088928210768398	12.508567818492157	
blind-speller	15.180931793353706	20.49015362993854	12.882607206382133	11.798642417806787	11.833314317321344	
blind-swimmer	27.071007777542896	24.285651353907546	22.82705812343627	22.078266916861086	12.085710107904191	
blob-warmwater	30.554039689169393	22.383738408031256	18.389533643239773	15.814410527694298	14.371752448928364	
bodycamera-price	14.588936095464351	28.65947830177104	17.356997479204693	14.687147814818283	11.548324867607649	
boehner-resignation	20.82160611099751	22.38336360908111	14.940171443703415	13.416492565707497	14.836084164679637	
boeing-crash	20.468817085424178	27.434685091328383	22.831485874217964	19.386999689333447	18.29053336728825	
bogota-art	24.057752074518195	20.73488814900054	20.163552096833637	15.894947824655306	8.897166758700832	
bokoharam-video	16.4502703112291	11.940487452209977	15.971357529040679	19.636009317856324	15.73312981866238	
bollywood-high	23.10016521815304	24.082226139696097	20.77678562462744	21.05194768127375	19.295456339975843	
bones-art	26.336457965458074	28.475504021646746	25.353872858567755	13.194617880059177	10.712338245727292	
bonneted-bat	23.290974335203988	18.121842642728335	16.01043563072031	11.495950665259778	9.787954227742244	
book-banned	17.672413286707574	38.4213438592729	27.471562043669252	25.022492582935435	15.12932784622239	
book-bike	18.11329036609392	16.812022451106863	19.474820747946158	17.224662663848886	10.336096648161927	7.467764459068391
books-minecraft	44.47358669212656	31.076690643979646	24.431615868161977	16.216032542505133	14.572953401190057	
border-debate	19.580844805405345	15.991867840322941	17.814411252677495	14.020513916319432	12.582514401770354	
border-kids	12.044605342320825	13.904585723394796	11.282823358659353	9.09619493375066	7.792582226949493	
border-music	33.53700950227342	27.15431531897976	22.142788168828265	16.62206685572525	12.501422914589341	
borderchildren-procon	10.727493697582442	15.460282780482462	16.11941538675783	13.074897516154138	13.833996931411415	
boredom-research	27.301336910435232	16.5576764402968	12.395018772568182	7.3915673068651175	11.17914484059553	
borland-footballretire	18.845330637832316	20.958212742231865	28.56182062962185	17.561550640743693	12.457021642969085	
boston-marathon	35.00257656664484	31.674386543691547	26.22046551075084	24.78175556450594	12.878422420204238	
boston-olympicbid	35.530155319124034	33.98592665582383	39.703850569244366	23.173901483205277	13.343357088096706	
boston-timecapsule	22.158280909088376	29.89779637274741	21.5228613998421	17.19883427647501	14.606636042883125	
bostonmarathon-artist	23.92267379466562	20.86538442928964	17.461082871662736	15.00664896726928	12.655193436883259	
botany-students	23.628441537219818	19.433765879644568	16.68895547381113	11.845959896122356	6.438579276905742	
boxing-rousey	27.24667431556583	13.074275383716472	11.902820577684713	12.509306633711192	15.520717073395357	
boyscouts-gayleaders	22.621385499814984	21.37721889480284	15.69010743381576	19.488674761419354	19.18994671097119	
brady-deflategate	23.168564025019705	23.548375232948388	17.61085597696698	16.507179195232883	14.076631347146582	
brain-creativity	12.84386595347584	13.028589267548295	16.045637725581194	9.056518142598124	11.047976361899272	
brain-gender	22.40049564568544	19.862943483969698	9.20209992995445	14.2458968121118	18.530245081473034	
brain-learning	14.878272408004452	21.70199264750852	15.665770855721174	12.263293257744737	11.732098863635771	
brain-tricks	34.05230434602737	34.83581466250352	36.278237126820656	18.026639220876515	11.391425894598498	
braingames-adhd	24.403524589834173	25.678341354641717	21.712672641490684	10.56335213152922	8.835895850696463	
brassband-female	16.96339839860763	14.826446098042867	13.657900922230224	7.37436263812707	5.777221239328122	
bratzdolls-comeback	20.339087931426953	22.40784603494404	19.09413508684545	18.537307443720792	10.353314794076537	
brazil-obama	27.331061825425415	24.635542148483776	20.037730227549982	11.698071572399797	14.871030476001138	
brazil-protests	19.52375751186317	23.335255642118998	17.428325417495035	14.588514123505197	16.66889639798243	
breakfast-skip	13.506940879846331	22.631093801810923	14.243295740330744	13.201858577710638	13.516263416658763	
brianwilliams-suspend	20.869957085288213	25.423863154238404	18.85152017402082	16.02002583940139	11.803450441191792	
britain-currency	26.702055488704186	23.210057988843246	17.768029919650626	14.503468856982941	12.654957282359248	
britain-palace	34.45155022011552	29.963203296385355	21.045849794473046	12.188799100993338	12.110289030830016	
britain-pooh	27.699500823512984	11.642803675006089	12.110186000611442	9.858795096342678	8.341931543921559	
britainclassroom-struggle	5.144056221597121	7.013686984029909	6.833684948611725	5.148568437702652	4.661736107231352	
british-baker	24.967163031005693	13.685225620880813	12.922454705485146	13.960895905967059	11.436981532989938	
british-shipyard	31.626416918872962	24.116455762514395	19.001720178782257	14.805343575791786	12.746388310973275	
brontosaurus-returns	7.799973960315726	10.006196888138811	8.661620430029492	6.924331732391164	8.888080569389636	
brothers-keeper	39.28709093805315	31.78696363882576	25.79117046929488	24.522237144887267	13.886558956474618	
buddha-shrine	23.68475260479277	19.281954502207338	19.22441315342139	12.903779198230136	9.992165072178175	
budget-debate	25.30404560501022	29.046899752791298	24.04971832898718	17.75207773502952	16.315426556747678	
budget-headstart	33.14250274411595	27.717055954808608	28.619416843840174	23.109438035399954	15.57673559450641	
buffett-marchmadness	38.430638615643545	26.297286512490576	31.442019012046806	21.761330915447004	18.29074722725492	
bullfighting-teen	11.849200850523403	14.415691753684813	8.949530617795638	4.519888648446102	3.9482392202937286	
bullying-popular	19.535891825943313	8.156906141389792	6.17199972242888	5.273138438935634	3.6047047479268306	
busdriver-religion	22.006073655201437	17.94148315484717	15.261845496996857	11.457390444447787	13.985719918803682	
business-apprenticeships	19.007334072819035	27.998916329634977	17.94567958186671	22.68359733995909	15.361443369221343	
business-cards	33.37172870329518	43.84280755943622	34.724141575387975	28.356191920425633	21.050748448085812	
business-veterans	41.0581403966101	24.39087601266087	26.594990674271724	27.55226624079487	20.31618143733317	
butterfly-genes	14.527585441492132	13.090556354967601	9.561902193655898	9.545097365335337	10.065472508962024	
butterfly-gmos	18.713250975783335	16.613218754273596	10.729434388841009	7.919397134918804	8.27234974756504	
ca-goldprospectors	24.97305760906538	26.455761075830928	16.108538688257184	17.901849489950248	14.432460485185896	13.18927556315083
cali-water	42.66606404736702	33.6065840114666	30.077777946752473	21.828670736425348	21.622785484231322	
california-chrome	28.476897415898783	24.555332624634495	19.492821013151072	17.64540125573496	4.788143658531303	
california-drought	25.67089686001957	28.701282362973465	17.50551055649878	21.074324053731956	14.096895134604441	
california-grizzlies	22.0160836974197	21.32264190397294	15.121160906845304	12.936688637998875	11.315749765299554	
calitrain-cheaptix	18.744655570804376	17.836223773545782	11.70796649575058	8.230443447817807	11.326701090205304	
calorie-labels	9.527070643774291	10.925678452214365	9.880777405305937	6.597941657310409	13.895632806468205	
cambodian-deportees	38.591740824543116	21.701605260565618	19.117255940805766	14.135974648965595	12.944731134229489	
camden-hackathon	17.521552334485015	20.094231883468254	12.419479160775664	9.085807018205626	8.939410342218062	
campfire-stories	27.455297696679807	17.566446213141397	21.478835988049294	16.82350131775808	15.238024295769025	
camping-fires	32.34236543248816	26.99552874279387	19.15138764674896	20.90853431498356	14.122672407642247	
